id,cell,cat,num,category,type,baseDifficulty,handDifficulty,footDifficulty,footRating,footLabel,generalUsability,direction,directionLabel,center_x,center_y,boxSize,idealUsage,ideal
1779865464688,"3,1",F,5,wall features,crimp,3,6,10,5,Hell,9,270,left,1785.8506469726562,975.4982299804688,86.3609619140625,Hand,Hand
1779865472326,"3,1",F,6,wall features,crimp,2,4,6,3,Mid,8,315,up-left,1714.9112548828125,834.853271484375,96.230712890625,Hand,Hand
1779865475054,"3,1",F,7,wall features,crimp,4,8,10,5,Hell,10,315,up-left,1784.6168823242188,832.6942749023438,42.5635986328125,Hand,Hand
1779865480618,"3,1",F,8,wall features,jib,5,10,10,5,Hell,10,180,down,1645.822509765625,765.4561157226562,39.479248046875,Hand,Hand
1779865485223,"3,1",F,9,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1795.720458984375,778.101806640625,64.15380859375,Hand,Hand
1779865489055,"3,1",F,10,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1784.92529296875,721.6587524414062,49.9659423828125,Hand,Hand
1779865417525,"3,1",I,1,insert holds,crimp,5,10,10,5,Hell,10,270,left,1616.8298950195312,815.1136474609375,92.529541015625,Hand,Hand
1779865422166,"3,1",I,2,insert holds,crimp,2,4,6,3,Mid,8,270,left,1847.8453979492188,966.2452697753906,95.6138916015625,Hand,Hand
1779865516111,"0,2",C,1,climbing holds,jug,1,2,2,1,Heaven,1,135,down-right,273.8749771118164,565.5544738769531,86.30767822265625,General,General
1779865520118,"0,2",C,2,climbing holds,crimp,1,2,10,5,Hell,7,180,down,446.8076477050781,591.25634765625,68.5384521484375,General,General
1779865523136,"0,2",C,3,climbing holds,pinch,3,6,8,4,Bad,8,135,down-right,562.3076477050781,592.8429260253906,53.30767822265625,Hand,Hand
1779865526416,"0,2",C,4,climbing holds,jug,2,4,4,2,Good,2,90,right,208.19229125976562,354.86216735839844,50.76922607421875,General,General
1779865530126,"0,2",C,5,climbing holds,jug,1,2,2,1,Heaven,1,180,down,383.02880859375,304.4102478027344,72.98077392578125,General,General
1779865533332,"0,2",C,6,climbing holds,pinch,5,10,10,5,Hell,10,135,down-right,458.23072814941406,376.7563934326172,73.61538696289062,Hand,Hand
1779865536287,"0,2",C,7,climbing holds,jug,1,2,4,2,Good,2,180,down,576.5864562988281,448.15061950683594,59.01922607421875,General,General
1779865542705,"0,2",C,8,climbing holds,crimp,1,2,10,5,Hell,7,180,down,204.38459014892578,215.24679565429688,64.73075866699219,General,General
1779865545257,"0,2",C,9,climbing holds,crimp,2,4,10,5,Hell,8,180,down,581.0287780761719,230.4775619506836,37.44232177734375,Hand,Hand
1779865564695,"0,2",F,1,wall features,uncategorized,3,6,8,4,Bad,7,180,down,217.71151733398438,544.2948303222656,39.98077392578125,Hand,Hand
1779865569455,"0,2",F,2,wall features,uncategorized,3,6,4,2,Good,5,180,down,212.6345977783203,447.83331298828125,125.01922607421875,Not Ideal,Not Ideal
1779865573696,"0,2",F,3,wall features,uncategorized,3,6,4,2,Good,5,180,down,238.01920318603516,467.8236999511719,116.76922607421875,Not Ideal,Not Ideal
1779865579018,"0,2",F,4,wall features,uncategorized,4,8,6,3,Mid,7,180,down,267.2115173339844,466.2371520996094,113.59613037109375,Not Ideal,Not Ideal
1779865585615,"0,2",F,5,wall features,uncategorized,5,10,8,4,Bad,9,180,down,347.4903564453125,444.3429260253906,99,Not Ideal,Not Ideal
1779865589166,"0,2",F,6,wall features,crimp,4,8,10,5,Hell,10,270,left,453.7884063720703,456.71791076660156,66.63461303710938,Hand,Hand
1779865593184,"0,2",F,7,wall features,uncategorized,4,8,8,4,Bad,8,135,down-right,497.5768737792969,511.9294738769531,86.94232177734375,Hand,Hand
1779865596856,"0,2",F,8,wall features,uncategorized,5,10,10,5,Hell,10,180,down,590.8653259277344,525.8910064697266,42.519256591796875,Hand,Hand
1779865606247,"0,2",F,9,wall features,uncategorized,5,10,10,5,Hell,10,90,right,524.8653411865234,410.0736999511719,49.5,Hand,Hand
1779865611446,"0,2",F,10,wall features,crimp,5,10,10,5,Hell,10,225,down-left,528.3557281494141,375.1698455810547,42.519256591796875,Hand,Hand
1779865616011,"0,2",F,11,wall features,uncategorized,5,10,10,5,Hell,10,0,up,290.69227600097656,347.5640869140625,53.307708740234375,Hand,Hand
1779865619968,"0,2",F,12,wall features,uncategorized,5,10,8,4,Bad,9,180,down,338.6057434082031,339.9486999511719,105.98077392578125,Not Ideal,Not Ideal
1779865625110,"0,2",F,13,wall features,uncategorized,3,6,6,3,Mid,6,180,down,514.3941802978516,326.9390869140625,80.59616088867188,Hand,Hand
1779865629238,"0,2",F,14,wall features,uncategorized,5,10,10,5,Hell,10,180,down,506.1441955566406,285.0544738769531,72.98077392578125,Hand,Hand
1779865631711,"0,2",F,15,wall features,uncategorized,5,10,10,5,Hell,10,180,down,473.77879333496094,271.0929489135742,53.30769348144531,Hand,Hand
1779865636270,"0,2",F,16,wall features,uncategorized,5,10,10,5,Hell,10,180,down,451.2499542236328,257.7660217285156,49.5,Hand,Hand
1779865640314,"0,2",F,17,wall features,jib,5,10,10,5,Hell,10,180,down,408.0961151123047,219.05448150634766,31.730743408203125,Hand,Hand
1779865555319,"0,2",I,1,insert holds,jug,4,8,2,1,Heaven,1,180,down,390.6441955566406,520.4967651367188,90.75,General,General
1779865559415,"0,2",I,2,insert holds,pocket,1,2,6,3,Mid,7,180,down,279.2691955566406,277.1217956542969,92.01922607421875,General,General
1779865656503,"1,2",C,1,climbing holds,jug,1,2,4,2,Good,2,180,down,932.981201171875,595.1248779296875,49.6964111328125,General,General
1779865659912,"1,2",C,2,climbing holds,jug,1,2,2,1,Heaven,1,180,down,1012.8728332519531,630.3526916503906,72.97186279296875,General,General
1779865669278,"1,2",C,3,climbing holds,sloper,5,10,8,4,Bad,9,180,down,880.7685546875,481.2635803222656,50.9544677734375,Not Ideal,Not Ideal
1779865672125,"1,2",C,4,climbing holds,pocket,2,4,10,5,Hell,8,180,down,728.2195434570312,423.3893280029297,51.583587646484375,Hand,Hand
1779865678308,"1,2",C,5,climbing holds,jug,2,4,4,2,Good,2,180,down,660.5947570800781,231.20906829833984,47.18009948730469,General,General
1779865681903,"1,2",C,6,climbing holds,jug,2,4,4,2,Good,2,180,down,723.8161010742188,273.04207611083984,56.6160888671875,General,General
1779865684369,"1,2",C,7,climbing holds,pinch,2,4,8,4,Bad,7,90,right,938.0137329101562,272.72755432128906,40.889434814453125,Hand,Hand
1779865687215,"1,2",C,8,climbing holds,pinch,1,2,8,4,Bad,6,180,down,1032.0593566894531,247.8793716430664,61.64862060546875,General,General
1779865704661,"1,2",F,1,wall features,crimp,3,6,10,5,Hell,9,180,down,735.7684020996094,579.3981628417969,76.74627685546875,Hand,Hand
1779865707735,"1,2",F,2,wall features,pinch,5,10,10,5,Hell,10,270,left,801.5059814453125,572.4784545898438,46.551025390625,Hand,Hand
1779865710721,"1,2",F,3,wall features,crimp,5,10,10,5,Hell,10,180,down,866.2999877929688,608.96435546875,68.568359375,Hand,Hand
1779865716216,"1,2",F,4,wall features,crimp,4,8,10,5,Hell,10,90,right,687.6446838378906,519.6367340087891,65.42306518554688,Hand,Hand
1779865720616,"1,2",F,5,wall features,pinch,5,10,10,5,Hell,10,180,down,755.2695007324219,529.3872680664062,39.00225830078125,Hand,Hand
1779865723897,"1,2",F,6,wall features,uncategorized,5,10,10,5,Hell,10,90,right,818.17626953125,522.7820587158203,71.7137451171875,Hand,Hand
1779865727952,"1,2",F,7,wall features,crimp,4,8,10,5,Hell,10,180,down,889.8900451660156,535.0488586425781,76.74627685546875,Hand,Hand
1779865730998,"1,2",F,8,wall features,jug,3,6,4,2,Good,2,270,left,956.8857727050781,539.4523620605469,50.95452880859375,General,General
1779865734314,"1,2",F,9,wall features,pocket,5,10,10,5,Hell,10,180,down,981.7339782714844,521.52392578125,28.9371337890625,Hand,Hand
1779865737063,"1,2",F,10,wall features,pocket,4,8,10,5,Hell,10,180,down,1006.2676391601562,520.2658081054688,28.9371337890625,Hand,Hand
1779865739806,"1,2",F,11,wall features,pocket,4,8,10,5,Hell,10,180,down,1031.1158142089844,519.0076599121094,26.42083740234375,Hand,Hand
1779865745959,"1,2",F,12,wall features,crimp,3,6,8,4,Bad,9,90,right,681.6685485839844,419.929443359375,125.18450927734375,Hand,Hand
1779865752079,"1,2",F,13,wall features,jug,2,4,4,2,Good,2,180,down,743.9462890625,474.029296875,61.648681640625,General,General
1779865755624,"1,2",F,14,wall features,pinch,3,6,8,4,Bad,8,180,down,817.5472106933594,470.8839569091797,65.42303466796875,Hand,Hand
1779865762794,"1,2",F,15,wall features,jug,4,8,2,1,Heaven,1,0,up,879.824951171875,438.80149841308594,79.2625732421875,General,General
1779865766943,"1,2",F,16,wall features,jug,2,4,4,2,Good,2,90,right,926.6905212402344,476.86009216308594,65.42306518554688,General,General
1779865775095,"1,2",F,17,wall features,crimp,3,6,10,5,Hell,9,270,left,974.4996643066406,454.2136535644531,79.2625732421875,Hand,Hand
1779865779805,"1,2",F,18,wall features,crimp,5,10,10,5,Hell,10,90,right,1009.7274780273438,444.4631042480469,98.763671875,Hand,Hand
1779865782527,"1,2",F,19,wall features,crimp,5,10,10,5,Hell,10,270,left,1036.1483459472656,437.22882080078125,47.80914306640625,Hand,Hand
1779865790295,"1,2",F,20,wall features,pinch,2,4,8,4,Bad,7,180,down,750.8660278320312,352.3046417236328,60.3905029296875,Hand,Hand
1779865795296,"1,2",F,21,wall features,pinch,3,6,8,4,Bad,8,90,right,824.7815246582031,365.51507568359375,54.099853515625,Hand,Hand
1779865807871,"1,2",F,22,wall features,jug,4,8,4,2,Good,2,90,right,818.4908447265625,414.5823669433594,55.987060546875,General,General
1779865812936,"1,2",F,23,wall features,jug,1,2,2,1,Heaven,1,180,down,888.3173828125,412.69517517089844,81.1497802734375,General,General
1779865818998,"1,2",F,24,wall features,crimp,4,8,10,5,Hell,10,90,right,945.2480163574219,385.95977783203125,84.9241943359375,Hand,Hand
1779865822391,"1,2",F,25,wall features,crimp,5,10,10,5,Hell,10,270,left,967.5799255371094,386.90338134765625,89.32763671875,Hand,Hand
1779865826839,"1,2",F,26,wall features,pocket,5,10,10,5,Hell,10,180,down,1021.365234375,354.1918487548828,62.90673828125,Hand,Hand
1779865829728,"1,2",F,27,wall features,pocket,4,8,10,5,Hell,10,180,down,1022.308837890625,378.4109649658203,59.761474609375,Hand,Hand
1779865837056,"1,2",F,28,wall features,uncategorized,5,10,10,5,Hell,10,180,down,683.2412109375,308.5844268798828,68.568359375,Hand,Hand
1779865840584,"1,2",F,29,wall features,jug,2,4,4,2,Good,2,135,down-right,719.0981140136719,245.99215698242188,57.24517822265625,General,General
1779865843983,"1,2",F,30,wall features,crimp,3,6,10,5,Hell,9,225,down-left,763.1328430175781,244.1049575805664,36.48594665527344,Hand,Hand
1779865846800,"1,2",F,31,wall features,uncategorized,5,10,8,4,Bad,9,180,down,810.3129272460938,300.4065399169922,101.2799072265625,Not Ideal,Not Ideal
1779865852376,"1,2",F,32,wall features,crimp,5,10,10,5,Hell,10,180,down,951.8532409667969,317.7059020996094,172.99371337890625,Hand,Hand
1779865693304,"1,2",I,1,insert holds,crimp,5,10,10,5,Hell,10,270,left,901.2132568359375,368.9749450683594,79.2625732421875,Hand,Hand
1779865860937,"2,2",C,1,climbing holds,jug,1,2,4,2,Good,2,180,down,1079.5264282226562,638.8098449707031,68.8280029296875,General,General
1779865865697,"2,2",C,2,climbing holds,pinch,1,2,8,4,Bad,6,90,right,1118.5086059570312,543.1815185546875,64.5643310546875,General,General
1779865869390,"2,2",C,3,climbing holds,pinch,2,4,6,3,Mid,7,90,right,1232.1053466796875,480.1399383544922,71.26443481445312,Hand,Hand
1779865872209,"2,2",C,4,climbing holds,jug,1,2,4,2,Good,2,180,down,1449.2486572265625,516.9903411865234,53.600616455078125,General,General
1779865876173,"2,2",C,5,climbing holds,jug,2,4,4,2,Good,2,180,down,1107.8494262695312,252.03286743164062,53.6005859375,General,General
1779865879423,"2,2",C,6,climbing holds,sloper,5,10,8,4,Bad,9,180,down,1293.9287719726562,325.4291229248047,54.209686279296875,Not Ideal,Not Ideal
1779865882593,"2,2",C,7,climbing holds,jug,5,10,4,2,Good,2,180,down,1432.802978515625,317.20631408691406,45.682373046875,General,General
1779865885959,"2,2",C,8,climbing holds,jug,1,2,4,2,Good,2,180,down,1471.7852783203125,254.46926879882812,57.8642578125,General,General
1779865899719,"2,2",F,1,wall features,crimp,4,8,10,5,Hell,10,90,right,1185.5093994140625,629.0642700195312,69.4371337890625,Hand,Hand
1779865902671,"2,2",F,2,wall features,pocket,4,8,10,5,Hell,10,90,right,1203.1732177734375,615.9686889648438,33.5003662109375,Hand,Hand
1779865905014,"2,2",F,3,wall features,pocket,5,10,10,5,Hell,10,90,right,1204.3914184570312,648.555419921875,31.673095703125,Hand,Hand
1779865910151,"2,2",F,4,wall features,crimp,3,6,8,4,Bad,9,180,down,1282.0513305664062,610.7913513183594,101.1102294921875,Hand,Hand
1779865912493,"2,2",F,5,wall features,crimp,5,10,10,5,Hell,10,180,down,1341.4384155273438,608.35498046875,21.927490234375,Hand,Hand
1779865914541,"2,2",F,6,wall features,pocket,5,10,10,5,Hell,10,270,left,1344.1793212890625,626.018798828125,18.27294921875,Hand,Hand
1779865916981,"2,2",F,7,wall features,pocket,5,10,10,5,Hell,10,270,left,1350.270263671875,643.0735168457031,25.58209228515625,Hand,Hand
1779865920832,"2,2",F,8,wall features,pocket,5,10,10,5,Hell,10,180,down,1358.4931030273438,606.2231140136719,32.28216552734375,Hand,Hand
1779865924376,"2,2",F,9,wall features,pocket,5,10,10,5,Hell,10,90,right,1363.9749755859375,631.5006713867188,24.972900390625,Hand,Hand
1779865934046,"2,2",F,10,wall features,jug,3,6,4,2,Good,2,0,up,1177.8956298828125,563.2817687988281,43.85504150390625,General,General
1779865937535,"2,2",F,11,wall features,crimp,5,10,10,5,Hell,10,0,up,1257.078369140625,569.3727111816406,103.546630859375,Hand,Hand
1779865942327,"2,2",F,12,wall features,jug,2,4,2,1,Heaven,1,180,down,1349.9656982421875,556.2771301269531,79.791748046875,General,General
1779865947964,"2,2",F,13,wall features,crimp,4,8,10,5,Hell,10,90,right,1180.33203125,502.3719940185547,53.600616455078125,Hand,Hand
1779865951830,"2,2",F,14,wall features,jug,1,2,2,1,Heaven,1,180,down,1232.409912109375,526.1268005371094,74.9189453125,General,General
1779865957791,"2,2",F,15,wall features,pocket,4,8,10,5,Hell,10,180,down,1114.5494995117188,458.51695251464844,20.7093505859375,Hand,Hand
1779865959711,"2,2",F,16,wall features,pocket,3,6,10,5,Hell,9,180,down,1109.9812622070312,478.0080871582031,24.9730224609375,Hand,Hand
1779865962079,"2,2",F,17,wall features,pocket,3,6,10,5,Hell,9,180,down,1107.2403564453125,500.2401428222656,28.0185546875,Hand,Hand
1779865966839,"2,2",F,18,wall features,pinch,3,6,8,4,Bad,8,180,down,1136.47705078125,400.34814453125,58.473388671875,Hand,Hand
1779865970017,"2,2",F,19,wall features,crimp,5,10,10,5,Hell,10,180,down,1176.3729248046875,399.7390441894531,39.59130859375,Hand,Hand
1779865972473,"2,2",F,20,wall features,crimp,3,6,10,5,Hell,9,90,right,1166.6273193359375,432.3257751464844,52.991455078125,Hand,Hand
1779865974824,"2,2",F,21,wall features,crimp,3,6,10,5,Hell,9,90,right,1161.7545776367188,461.2579040527344,49.3367919921875,Hand,Hand
1779865979855,"2,2",F,22,wall features,jug,5,10,4,2,Good,2,0,up,1234.5416870117188,429.2802734375,69.4371337890625,General,General
1779865983455,"2,2",F,23,wall features,jug,3,6,2,1,Heaven,1,270,left,1274.1331176757812,480.4444580078125,80.40087890625,General,General
1779865989759,"2,2",F,24,wall features,jug,1,2,2,1,Heaven,1,180,down,1299.7152099609375,482.88087463378906,87.71005249023438,General,General
1779865993391,"2,2",F,25,wall features,uncategorized,3,6,8,4,Bad,7,180,down,1224.1870727539062,389.079833984375,38.9822998046875,Hand,Hand
1779865997303,"2,2",F,26,wall features,jug,1,2,4,2,Good,2,180,down,1289.3604736328125,396.99810791015625,40.200439453125,General,General
1779866001471,"2,2",F,27,wall features,pinch,5,10,10,5,Hell,10,180,down,1344.7884521484375,411.3118896484375,58.473388671875,Hand,Hand
1779866006090,"2,2",F,28,wall features,crimp,5,10,10,5,Hell,10,180,down,1387.4252319335938,405.5254669189453,52.382415771484375,Hand,Hand
1779866008943,"2,2",F,29,wall features,crimp,5,10,10,5,Hell,10,90,right,1412.3982543945312,362.58409118652344,35.936737060546875,Hand,Hand
1779866014416,"2,2",F,30,wall features,crimp,5,10,10,5,Hell,10,135,down-right,1445.5941162109375,400.9572448730469,57.8642578125,Hand,Hand
1779866017919,"2,2",F,31,wall features,crimp,5,10,10,5,Hell,10,180,down,1442.2440185546875,438.416748046875,53.6005859375,Hand,Hand
1779866023751,"2,2",F,32,wall features,crimp,5,10,10,5,Hell,10,225,down-left,1453.2078247070312,476.48533630371094,73.0916748046875,Hand,Hand
1779866028614,"2,2",F,33,wall features,crimp,4,8,10,5,Hell,10,90,right,1095.3629150390625,326.0382385253906,88.31915283203125,Hand,Hand
1779866031585,"2,2",F,34,wall features,pinch,3,6,6,3,Mid,8,90,right,1130.3860473632812,325.4291229248047,82.22817993164062,Hand,Hand
1779866035502,"2,2",F,35,wall features,crimp,5,10,10,5,Hell,10,90,right,1170.5865478515625,312.942626953125,42.6368408203125,Hand,Hand
1779866039549,"2,2",F,36,wall features,crimp,5,10,10,5,Hell,10,180,down,1170.5864868164062,345.52935791015625,38.9822998046875,Hand,Hand
1779866043537,"2,2",F,37,wall features,crimp,5,10,10,5,Hell,10,180,down,1191.9049072265625,284.31504821777344,57.255126953125,Hand,Hand
1779866048180,"2,2",F,38,wall features,crimp,5,10,10,5,Hell,10,180,down,1230.2780151367188,309.89715576171875,51.1641845703125,Hand,Hand
1779866051967,"2,2",F,39,wall features,crimp,5,10,10,5,Hell,10,270,left,1225.1007080078125,342.1793212890625,52.991455078125,Hand,Hand
1779866057568,"2,2",F,40,wall features,crimp,3,6,8,4,Bad,9,180,down,1275.0467529296875,277.3104248046875,107.810302734375,Hand,Hand
1779866062327,"2,2",F,41,wall features,pinch,4,8,10,5,Hell,9,90,right,1347.8339233398438,340.96112060546875,67.000732421875,Hand,Hand
1779866070144,"2,2",F,42,wall features,crimp,3,6,10,5,Hell,9,180,down,1372.806884765625,278.5286178588867,73.70082092285156,Hand,Hand
1779866082623,"2,2",F,43,wall features,crimp,3,6,10,5,Hell,9,225,down-left,1454.1213989257812,314.16082763671875,77.3553466796875,Hand,Hand
1779866086616,"2,2",F,44,wall features,crimp,5,10,10,5,Hell,10,180,down,1181.5502319335938,244.72370147705078,47.5096435546875,Hand,Hand
1779866089326,"2,2",F,45,wall features,crimp,5,10,10,5,Hell,10,180,down,1266.2147827148438,241.37367248535156,132.7833251953125,Hand,Hand
1779865894385,"2,2",I,1,insert holds,crimp,5,10,10,5,Hell,10,180,down,1347.8339233398438,487.44911193847656,91.3646240234375,Hand,Hand
1779866100343,"3,2",C,1,climbing holds,crimp,1,2,8,4,Bad,7,180,down,1544.6102294921875,620.1458129882812,71.349853515625,General,General
1779866104679,"3,2",C,2,climbing holds,crimp,2,4,8,4,Bad,8,135,down-right,1607.7971801757812,510.40008544921875,70.1405029296875,Hand,Hand
1779866107033,"3,2",C,3,climbing holds,jug,1,2,4,2,Good,2,180,down,1708.4730224609375,524.3072509765625,42.326171875,General,General
1779866112944,"3,2",C,4,climbing holds,jug,2,4,4,2,Good,2,180,down,1864.4752197265625,650.0764770507812,60.466064453125,General,General
1779866118199,"3,2",C,5,climbing holds,pocket,3,6,10,5,Hell,9,180,down,1855.4053344726562,498.0045623779297,79.8150634765625,Hand,Hand
1779866122301,"3,2",C,6,climbing holds,sloper,4,8,8,4,Bad,8,180,down,1580.2850952148438,361.95611572265625,47.1634521484375,Hand,Hand
1779866124785,"3,2",C,7,climbing holds,sloper,3,6,8,4,Bad,7,180,down,1673.1004028320312,367.3980712890625,52.60540771484375,Hand,Hand
1779866127423,"3,2",C,8,climbing holds,jug,1,2,4,2,Good,2,270,left,1782.84619140625,399.7473602294922,61.67529296875,General,General
1779866149081,"3,2",C,9,climbing holds,crimp,2,4,10,5,Hell,8,180,down,1538.5635986328125,255.2336883544922,49.58203125,Hand,Hand
1779866152280,"3,2",C,10,climbing holds,crimp,1,2,8,4,Bad,7,180,down,1849.3587646484375,320.5369415283203,82.23373413085938,General,General
1779866175039,"3,2",F,1,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1580.28515625,439.6549072265625,26.60498046875,Hand,Hand
1779866180367,"3,2",F,2,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1635.6115112304688,376.16563415527344,48.372772216796875,Hand,Hand
1779866186525,"3,2",F,3,wall features,uncategorized,3,6,6,3,Mid,6,180,down,1679.4493408203125,527.6329040527344,86.46636962890625,Hand,Hand
1779866189909,"3,2",F,4,wall features,uncategorized,4,8,10,5,Hell,9,180,down,1690.0308837890625,434.817626953125,44.14013671875,Hand,Hand
1779866194217,"3,2",F,5,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1722.3801879882812,408.81724548339844,64.0938720703125,Hand,Hand
1779866210295,"3,2",F,6,wall features,uncategorized,3,6,8,4,Bad,7,180,down,1710.8916625976562,463.5389709472656,36.2796630859375,Hand,Hand
1779866212163,"3,2",F,7,wall features,uncategorized,4,8,10,5,Hell,9,180,down,1732.3570556640625,475.6321563720703,27.209686279296875,Hand,Hand
1779866217351,"3,2",F,8,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1752.3108520507812,454.16673278808594,38.0936279296875,Hand,Hand
1779866220972,"3,2",F,9,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1747.7759399414062,517.656005859375,60.4659423828125,Hand,Hand
1779866224567,"3,2",F,10,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1772.8692626953125,476.8414764404297,24.791046142578125,Hand,Hand
1779866227063,"3,2",F,11,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1789.195068359375,501.0278778076172,24.791046142578125,Hand,Hand
1779866229253,"3,2",F,12,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1805.2185668945312,529.1445617675781,31.44232177734375,Hand,Hand
1779866231551,"3,2",F,13,wall features,pocket,5,10,10,5,Hell,10,180,down,1829.707275390625,577.2149658203125,30.837646484375,Hand,Hand
1779866233766,"3,2",F,14,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1869.6148071289062,557.2611999511719,33.25628662109375,Hand,Hand
1779866242328,"3,2",F,15,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1857.5216064453125,416.6778259277344,61.67529296875,Hand,Hand
1779866166288,"3,2",I,1,insert holds,pocket,1,2,8,4,Bad,7,225,down-left,1770.7529907226562,610.7735900878906,72.55914306640625,General,General
1779866172535,"3,2",I,2,insert holds,crimp,3,6,10,5,Hell,9,180,down,1727.8220825195312,332.0254821777344,73.76849365234375,Hand,Hand
1779866250430,"0,3",C,1,climbing holds,pinch,1,2,8,4,Bad,6,180,down,203.30870819091797,140.8243408203125,44.35020446777344,General,General
1779866254808,"0,3",C,2,climbing holds,jug,1,2,2,1,Heaven,1,180,down,281.2445068359375,107.88462448120117,73.62995147705078,General,General
1779866261473,"0,3",C,3,climbing holds,jug,1,2,2,1,Heaven,1,180,down,581.1466064453125,152.88070678710938,73.19937133789062,General,General
1779866264118,"0,3",C,4,climbing holds,jug,1,2,4,2,Good,2,45,up-right,349.27687072753906,26.504153966903687,54.684234619140625,General,General
1779866266878,"0,3",C,5,climbing holds,jug,1,2,2,1,Heaven,1,180,down,524.0941772460938,-4.928516387939453,89.1309814453125,General,General
1779866277207,"0,3",F,1,wall features,uncategorized,5,10,10,5,Hell,10,180,down,232.15786743164062,48.03337740898132,83.96397638320923,Hand,Hand
1779866281175,"0,3",F,2,wall features,uncategorized,3,6,4,2,Good,5,180,down,377.9107208251953,141.90079879760742,112.81314086914062,Not Ideal,Not Ideal
1779866283789,"0,3",F,3,wall features,uncategorized,3,6,6,3,Mid,6,180,down,397.5023193359375,74.083740234375,86.11689758300781,Hand,Hand
1779866287975,"0,3",F,4,wall features,uncategorized,3,6,6,3,Mid,6,180,down,447.4501190185547,21.12184762954712,78.79696655273438,Hand,Hand
1779866273807,"0,3",I,1,insert holds,crimp,3,6,8,4,Bad,9,180,down,475.86871337890625,115.41985702514648,97.74267578125,Hand,Hand
1779866295471,"1,3",C,1,climbing holds,pocket,3,6,10,5,Hell,9,180,down,667.2752685546875,160.70053100585938,71.46920776367188,Hand,Hand
1779866302656,"1,3",C,2,climbing holds,sloper,1,2,8,4,Bad,5,180,down,883.364501953125,62.32527732849121,53.3917236328125,General,General
1779866305455,"1,3",C,3,climbing holds,pocket,2,4,10,5,Hell,8,180,down,1031.7681579589844,189.07801055908203,60.11820983886719,Hand,Hand
1779866314789,"1,3",F,1,wall features,uncategorized,5,10,10,5,Hell,10,180,down,1041.2273559570312,95.32723236083984,39.93867492675781,Hand,Hand
1779866317022,"1,3",F,2,wall features,uncategorized,5,10,10,5,Hell,10,180,down,952.10107421875,94.27621459960938,51.28965759277344,Hand,Hand
1779866320991,"1,3",F,3,wall features,uncategorized,2,4,2,1,Heaven,3,135,down-right,821.7748413085938,20.494773864746094,164.799560546875,Feet,Feet
1779866311127,"1,3",I,1,insert holds,pocket,2,4,8,4,Bad,8,180,down,787.9320983886719,141.78221130371094,85.34259033203125,Hand,Hand
1779866328328,"2,3",C,1,climbing holds,jug,4,8,2,1,Heaven,1,135,down-right,1103.7963256835938,174.1449432373047,74.2406005859375,General,General
1779866333832,"2,3",C,2,climbing holds,crimp,3,6,10,5,Hell,9,180,down,1277.0244140625,189.7184066772461,43.09367370605469,Hand,Hand
1779866336005,"2,3",C,3,climbing holds,crimp,2,4,10,5,Hell,8,225,down-left,1462.6259155273438,189.93174743652344,57.6004638671875,Hand,Hand
1779866339310,"2,3",C,4,climbing holds,sloper,2,4,6,3,Mid,6,180,down,1317.3446655273438,74.30414199829102,89.6007080078125,Hand,Hand
1779866341750,"2,3",C,5,climbing holds,jug,1,2,4,2,Good,2,180,down,1458.785888671875,76.86416244506836,67.840576171875,General,General
1779866352857,"2,3",F,1,wall features,uncategorized,5,10,8,4,Bad,9,0,up,1371.7451782226562,165.82488250732422,120.7476806640625,Not Ideal,Not Ideal
1779866357976,"2,3",F,2,wall features,uncategorized,4,8,6,3,Mid,7,180,down,1296.4379272460938,111.85111618041992,195.4149169921875,Not Ideal,Not Ideal
1779866345031,"2,3",I,1,insert holds,sloper,3,6,4,2,Good,7,180,down,1222.6239624023438,62.14404487609863,93.0140380859375,Not Ideal,Not Ideal
1779866370776,"3,3",C,1,climbing holds,jug,4,8,4,2,Good,2,180,down,1530.6192626953125,201.8971710205078,50.669677734375,General,General
1779866372999,"3,3",C,2,climbing holds,crimp,1,2,10,5,Hell,7,180,down,1607.3580322265625,192.90147399902344,54.341339111328125,General,General
1779866377199,"3,3",C,3,climbing holds,jug,1,2,4,2,Good,2,180,down,1751.47265625,137.2750473022461,53.97416687011719,General,General
1779866381416,"3,3",C,4,climbing holds,crimp,1,2,10,5,Hell,7,180,down,1531.9043579101562,9.683063507080078,46.6307373046875,General,General
1779866384561,"3,3",C,5,climbing holds,jug,1,2,4,2,Good,2,270,left,1603.3191528320312,12.804018020629883,66.45798110961914,General,General
1779866388927,"3,3",C,6,climbing holds,uncategorized,5,10,8,4,Bad,9,135,down-right,1774.2373046875,38.50599932670593,119.33056640625,Not Ideal,Not Ideal
1779866396341,"3,3",F,1,wall features,uncategorized,2,4,2,1,Heaven,3,180,down,1736.602294921875,214.38098907470703,119.69775390625,Feet,Feet
