id,cell,cat,num,center,path
1779863784072,"0,0",C,1,"180.93311309814453,1510.2805786132812","M194.2628936767578,1464.0184326171875 L194.2628936767578,1463.234375 L192.69467163085938,1463.234375 L191.9105682373047,1463.234375 L191.12646484375,1462.4501953125 L189.55825805664062,1461.6661376953125 L187.99005126953125,1461.6661376953125 L185.6377410888672,1460.8819580078125 L184.0695343017578,1460.8819580078125 L182.50132751464844,1460.097900390625 L180.1490020751953,1460.097900390625 L178.58079528808594,1460.097900390625 L177.01258850097656,1459.3138427734375 L174.6602783203125,1459.3138427734375 L173.09207153320312,1458.5296630859375 L172.30796813964844,1458.5296630859375 L170.73974609375,1458.5296630859375 L169.9556427001953,1458.5296630859375 L169.17153930664062,1458.5296630859375 L168.38743591308594,1458.5296630859375 L167.60333251953125,1458.5296630859375 L166.03512573242188,1458.5296630859375 L165.2510223388672,1459.3138427734375 L163.6828155517578,1460.097900390625 L162.11460876464844,1461.6661376953125 L161.3304901123047,1462.4501953125 L159.7622833251953,1463.234375 L158.97817993164062,1464.802490234375 L157.40997314453125,1466.3707275390625 L156.62586975097656,1467.93896484375 L155.0576629638672,1470.291259765625 L154.2735595703125,1472.6435546875 L151.92124938964844,1474.995849609375 L149.5689239501953,1478.9163818359375 L147.21661376953125,1482.8369140625 L145.64840698242188,1485.189208984375 L144.0802001953125,1489.1097412109375 L142.51199340820312,1492.2462158203125 L140.94378662109375,1494.5985107421875 L140.15966796875,1497.73486328125 L138.59146118164062,1500.0872802734375 L137.80735778808594,1502.4395751953125 L137.80735778808594,1504.0078125 L137.02325439453125,1505.575927734375 L136.23915100097656,1507.92822265625 L136.23915100097656,1509.4964599609375 L135.45504760742188,1511.064697265625 L134.6709442138672,1513.4169921875 L134.6709442138672,1514.9852294921875 L134.6709442138672,1516.553466796875 L134.6709442138672,1518.12158203125 L134.6709442138672,1519.6898193359375 L134.6709442138672,1521.258056640625 L134.6709442138672,1522.8262939453125 L134.6709442138672,1524.39453125 L134.6709442138672,1525.962646484375 L134.6709442138672,1528.31494140625 L134.6709442138672,1529.8831787109375 L135.45504760742188,1531.451416015625 L136.23915100097656,1533.0196533203125 L136.23915100097656,1535.3719482421875 L137.02325439453125,1536.940185546875 L137.80735778808594,1537.7242431640625 L137.80735778808594,1539.29248046875 L137.80735778808594,1540.0765380859375 L138.59146118164062,1542.4288330078125 L139.3755645751953,1543.9970703125 L139.3755645751953,1545.5653076171875 L140.15966796875,1547.133544921875 L140.94378662109375,1547.9176025390625 L140.94378662109375,1550.2698974609375 L142.51199340820312,1551.838134765625 L143.2960968017578,1552.6221923828125 L144.0802001953125,1554.974609375 L145.64840698242188,1555.7586669921875 L147.21661376953125,1557.326904296875 L148.00071716308594,1558.89501953125 L148.78482055664062,1558.89501953125 L149.5689239501953,1559.67919921875 L150.35302734375,1560.4632568359375 L151.1371307373047,1560.4632568359375 L151.92124938964844,1560.4632568359375 L152.70535278320312,1560.4632568359375 L155.0576629638672,1561.2474365234375 L156.62586975097656,1561.2474365234375 L158.19407653808594,1561.2474365234375 L161.3304901123047,1562.031494140625 L162.89871215820312,1562.031494140625 L166.03512573242188,1562.031494140625 L170.73974609375,1562.031494140625 L175.4443817138672,1562.031494140625 L180.1490020751953,1562.031494140625 L184.8536376953125,1562.031494140625 L189.55825805664062,1560.4632568359375 L193.47879028320312,1560.4632568359375 L197.39930725097656,1558.89501953125 L198.96751403808594,1558.1109619140625 L202.1039276123047,1557.326904296875 L203.67214965820312,1556.542724609375 L205.2403564453125,1555.7586669921875 L206.80856323242188,1554.974609375 L207.59266662597656,1554.1904296875 L208.37677001953125,1554.1904296875 L209.94497680664062,1553.4063720703125 L210.7290802001953,1552.6221923828125 L211.51318359375,1552.6221923828125 L212.2972869873047,1551.838134765625 L213.08139038085938,1551.838134765625 L213.86550903320312,1551.0540771484375 L214.6496124267578,1551.0540771484375 L215.4337158203125,1550.2698974609375 L215.4337158203125,1549.48583984375 L216.2178192138672,1548.70166015625 L217.00192260742188,1547.9176025390625 L218.57012939453125,1546.349365234375 L219.35423278808594,1543.9970703125 L220.9224395751953,1541.644775390625 L222.4906463623047,1539.29248046875 L223.27474975585938,1536.940185546875 L224.05886840820312,1533.8037109375 L224.05886840820312,1531.451416015625 L225.6270751953125,1529.8831787109375 L225.6270751953125,1527.5308837890625 L226.4111785888672,1514.9852294921875 L227.19528198242188,1511.8487548828125 L227.19528198242188,1508.71240234375 L227.19528198242188,1505.575927734375 L227.19528198242188,1502.4395751953125 L227.19528198242188,1500.871337890625 L227.19528198242188,1497.73486328125 L227.19528198242188,1496.166748046875 L227.19528198242188,1494.5985107421875 L227.19528198242188,1493.0302734375 L227.19528198242188,1490.677978515625 L227.19528198242188,1489.1097412109375 L227.19528198242188,1486.7574462890625 L227.19528198242188,1485.189208984375 L226.4111785888672,1484.4051513671875 L225.6270751953125,1483.62109375 L225.6270751953125,1482.0528564453125 L225.6270751953125,1480.484619140625 L224.8429718017578,1479.7005615234375 L224.05886840820312,1478.9163818359375 L224.05886840820312,1477.34814453125 L223.27474975585938,1474.995849609375 L222.4906463623047,1473.427734375 L222.4906463623047,1471.8594970703125 L220.9224395751953,1471.0753173828125 L219.35423278808594,1469.5072021484375 L218.57012939453125,1467.93896484375 L217.78602600097656,1467.15478515625 L216.2178192138672,1466.3707275390625 L214.6496124267578,1464.802490234375 L213.08139038085938,1463.234375 L209.94497680664062,1462.4501953125 L208.37677001953125,1461.6661376953125 L206.0244598388672,1461.6661376953125 L204.4562530517578,1460.8819580078125 L202.88803100585938,1460.097900390625 L201.31982421875,1460.097900390625 L198.96751403808594,1458.5296630859375 L197.39930725097656,1458.5296630859375 L195.8311004638672,1458.5296630859375 L193.47879028320312,1458.5296630859375 L191.9105682373047,1458.5296630859375 L190.3423614501953,1458.5296630859375 L189.55825805664062,1458.5296630859375 L187.99005126953125,1458.5296630859375 L186.42184448242188,1458.5296630859375 L185.6377410888672,1458.5296630859375 L184.8536376953125,1458.5296630859375 L184.8536376953125,1458.5296630859375 L184.0695343017578,1458.5296630859375 L183.28543090820312,1458.5296630859375 L183.28543090820312,1458.5296630859375 L182.50132751464844,1458.5296630859375 L181.7172088623047,1458.5296630859375 L181.7172088623047,1458.5296630859375 L180.93310546875,1458.5296630859375 L180.1490020751953,1458.5296630859375 L180.1490020751953,1458.5296630859375 L178.58079528808594,1459.3138427734375 L178.58079528808594,1459.3138427734375 L177.01258850097656,1460.097900390625 L177.01258850097656,1460.097900390625 L176.22848510742188,1460.097900390625 L175.4443817138672,1460.097900390625 L175.4443817138672,1460.097900390625 L174.6602783203125,1460.097900390625 L173.8761749267578,1460.097900390625 Z"
1779864118528,"0,0",C,2,"276.30728912353516,1503.3399658203125","M302.0990905761719,1461.6273193359375 L302.0990905761719,1461.6273193359375 L300.8254089355469,1461.6273193359375 L300.8254089355469,1461.6273193359375 L299.5517578125,1461.6273193359375 L299.5517578125,1461.6273193359375 L298.278076171875,1461.6273193359375 L298.278076171875,1461.6273193359375 L297.00439453125,1460.990478515625 L295.7307434082031,1460.3536376953125 L295.7307434082031,1460.3536376953125 L294.4570617675781,1460.3536376953125 L293.8202209472656,1460.3536376953125 L293.18341064453125,1460.3536376953125 L291.27288818359375,1460.3536376953125 L290.6360778808594,1459.716796875 L289.3623962402344,1459.716796875 L288.0887145996094,1459.0799560546875 L287.451904296875,1459.0799560546875 L286.8150634765625,1459.0799560546875 L285.5413818359375,1459.0799560546875 L284.9045715332031,1459.0799560546875 L284.2677307128906,1459.0799560546875 L283.6308898925781,1459.0799560546875 L282.9940490722656,1459.0799560546875 L281.72039794921875,1459.0799560546875 L281.72039794921875,1459.0799560546875 L281.08355712890625,1459.0799560546875 L280.44671630859375,1459.0799560546875 L279.80987548828125,1459.0799560546875 L279.17303466796875,1459.0799560546875 L277.8993835449219,1459.0799560546875 L277.2625427246094,1459.716796875 L276.6257019042969,1460.3536376953125 L274.7152099609375,1460.3536376953125 L274.078369140625,1460.990478515625 L272.8047180175781,1461.6273193359375 L272.1678771972656,1462.26416015625 L271.5310363769531,1462.9010009765625 L270.2573547363281,1463.537841796875 L269.62054443359375,1464.1746826171875 L268.98370361328125,1465.4483642578125 L268.34686279296875,1466.085205078125 L267.71002197265625,1466.721923828125 L266.4363708496094,1467.99560546875 L265.1626892089844,1469.269287109375 L264.5258483886719,1469.9061279296875 L263.8890380859375,1471.816650390625 L263.252197265625,1472.4534912109375 L262.6153564453125,1473.7271728515625 L261.3416748046875,1474.364013671875 L261.3416748046875,1476.2745361328125 L260.7048645019531,1476.911376953125 L260.0680236816406,1478.18505859375 L259.4311828613281,1479.4586181640625 L258.7943420410156,1481.369140625 L258.15753173828125,1482.642822265625 L256.88385009765625,1484.5533447265625 L256.24700927734375,1485.8270263671875 L254.9733428955078,1487.1007080078125 L253.69967651367188,1489.6480712890625 L253.06283569335938,1490.921630859375 L252.42601013183594,1492.1953125 L251.78916931152344,1493.468994140625 L251.15234375,1494.74267578125 L251.15234375,1495.3795166015625 L250.5155029296875,1496.016357421875 L249.87867736816406,1496.6531982421875 L249.87867736816406,1497.2900390625 L249.87867736816406,1497.2900390625 L249.87867736816406,1497.9268798828125 L249.24183654785156,1498.563720703125 L249.24183654785156,1498.563720703125 L249.24183654785156,1499.83740234375 L249.24183654785156,1500.4742431640625 L248.60499572753906,1501.111083984375 L248.60499572753906,1502.3846435546875 L248.60499572753906,1503.021484375 L248.60499572753906,1503.6583251953125 L248.60499572753906,1504.9320068359375 L248.60499572753906,1506.2056884765625 L248.60499572753906,1507.4793701171875 L248.60499572753906,1508.7530517578125 L248.60499572753906,1510.66357421875 L248.60499572753906,1512.5740966796875 L248.60499572753906,1514.4844970703125 L248.60499572753906,1516.39501953125 L248.60499572753906,1518.9423828125 L248.60499572753906,1520.8529052734375 L248.60499572753906,1523.4002685546875 L248.60499572753906,1525.310791015625 L248.60499572753906,1527.8580322265625 L248.60499572753906,1529.7685546875 L248.60499572753906,1531.6790771484375 L248.60499572753906,1533.589599609375 L248.60499572753906,1535.5001220703125 L249.24183654785156,1537.41064453125 L250.5155029296875,1538.6842041015625 L251.15234375,1540.5947265625 L251.78916931152344,1541.868408203125 L252.42601013183594,1542.5052490234375 L252.42601013183594,1543.14208984375 L253.06283569335938,1543.7789306640625 L253.69967651367188,1544.415771484375 L254.33651733398438,1544.415771484375 L254.9733428955078,1545.0526123046875 L256.24700927734375,1545.689453125 L256.88385009765625,1545.689453125 L258.15753173828125,1545.689453125 L259.4311828613281,1546.3262939453125 L260.0680236816406,1546.3262939453125 L261.3416748046875,1546.963134765625 L261.978515625,1546.963134765625 L262.6153564453125,1546.963134765625 L263.8890380859375,1546.963134765625 L263.8890380859375,1546.963134765625 L265.1626892089844,1546.963134765625 L265.7995300292969,1547.5999755859375 L266.4363708496094,1547.5999755859375 L267.71002197265625,1547.5999755859375 L267.71002197265625,1547.5999755859375 L269.62054443359375,1547.5999755859375 L270.8941955566406,1547.5999755859375 L272.1678771972656,1547.5999755859375 L273.4415283203125,1547.5999755859375 L275.35205078125,1547.5999755859375 L276.6257019042969,1546.963134765625 L277.2625427246094,1546.963134765625 L277.8993835449219,1546.3262939453125 L279.17303466796875,1545.689453125 L280.44671630859375,1545.689453125 L281.08355712890625,1545.0526123046875 L282.9940490722656,1544.415771484375 L283.6308898925781,1543.7789306640625 L284.2677307128906,1543.14208984375 L285.5413818359375,1543.14208984375 L286.17822265625,1542.5052490234375 L286.8150634765625,1541.868408203125 L288.0887145996094,1541.2315673828125 L288.0887145996094,1540.5947265625 L288.7255554199219,1540.5947265625 L289.3623962402344,1539.9578857421875 L289.9992370605469,1539.321044921875 L290.6360778808594,1538.04736328125 L291.27288818359375,1538.04736328125 L291.90972900390625,1536.7738037109375 L292.54656982421875,1536.136962890625 L293.18341064453125,1535.5001220703125 L293.8202209472656,1534.86328125 L294.4570617675781,1534.2264404296875 L295.0939025878906,1532.9527587890625 L295.7307434082031,1532.31591796875 L296.3675842285156,1531.6790771484375 L297.00439453125,1530.4053955078125 L297.6412353515625,1529.7685546875 L298.278076171875,1529.1317138671875 L299.5517578125,1527.8580322265625 L299.5517578125,1527.8580322265625 L299.5517578125,1526.5843505859375 L300.1885681152344,1526.5843505859375 L300.8254089355469,1525.310791015625 L300.8254089355469,1525.310791015625 L300.8254089355469,1524.6739501953125 L301.4622497558594,1524.037109375 L301.4622497558594,1524.037109375 L301.4622497558594,1522.763427734375 L302.0990905761719,1522.763427734375 L302.0990905761719,1521.48974609375 L302.0990905761719,1520.8529052734375 L302.0990905761719,1520.216064453125 L302.0990905761719,1518.9423828125 L302.0990905761719,1518.3055419921875 L302.0990905761719,1517.0318603515625 L302.0990905761719,1515.7581787109375 L302.0990905761719,1514.4844970703125 L302.0990905761719,1513.2109375 L302.0990905761719,1511.3004150390625 L302.0990905761719,1510.0267333984375 L302.0990905761719,1508.7530517578125 L302.0990905761719,1507.4793701171875 L302.73590087890625,1506.842529296875 L302.73590087890625,1506.2056884765625 L302.73590087890625,1504.9320068359375 L302.73590087890625,1504.295166015625 L302.73590087890625,1503.6583251953125 L302.73590087890625,1502.3846435546875 L302.73590087890625,1501.7479248046875 L302.73590087890625,1501.111083984375 L302.73590087890625,1499.83740234375 L302.73590087890625,1499.2005615234375 L302.73590087890625,1498.563720703125 L302.73590087890625,1497.9268798828125 L302.73590087890625,1497.2900390625 L302.73590087890625,1496.6531982421875 L302.73590087890625,1496.016357421875 L302.73590087890625,1494.74267578125 L302.73590087890625,1494.74267578125 L302.73590087890625,1493.468994140625 L302.73590087890625,1493.468994140625 L302.73590087890625,1492.1953125 L302.73590087890625,1491.5584716796875 L302.73590087890625,1490.921630859375 L302.73590087890625,1490.2847900390625 L302.73590087890625,1489.6480712890625 L302.73590087890625,1489.01123046875 L302.73590087890625,1488.3743896484375 L302.73590087890625,1487.737548828125 L302.73590087890625,1487.1007080078125 L302.73590087890625,1485.8270263671875 L302.73590087890625,1485.190185546875 L302.73590087890625,1484.5533447265625 L302.73590087890625,1483.2796630859375 L302.73590087890625,1482.0059814453125 L302.73590087890625,1481.369140625 L302.73590087890625,1480.7322998046875 L302.73590087890625,1480.095458984375 L303.37274169921875,1479.4586181640625 L303.37274169921875,1479.4586181640625 L303.37274169921875,1478.82177734375 L303.37274169921875,1478.18505859375 L303.37274169921875,1476.911376953125 L303.37274169921875,1476.2745361328125 L303.37274169921875,1475.6376953125 L303.37274169921875,1475.0008544921875 L303.37274169921875,1474.364013671875 L303.37274169921875,1473.7271728515625 L303.37274169921875,1473.09033203125 L303.37274169921875,1473.09033203125 L303.37274169921875,1472.4534912109375 L303.37274169921875,1471.816650390625 L304.00958251953125,1471.1798095703125 L304.00958251953125,1470.54296875 L304.00958251953125,1469.9061279296875 L304.00958251953125,1469.269287109375 L304.00958251953125,1468.6324462890625 L304.00958251953125,1467.99560546875 L304.00958251953125,1467.3587646484375 L304.00958251953125,1466.721923828125 L304.00958251953125,1466.721923828125 L303.37274169921875,1466.721923828125 L303.37274169921875,1466.721923828125 L302.73590087890625,1466.721923828125 L302.0990905761719,1466.721923828125 L302.0990905761719,1466.085205078125 L302.0990905761719,1466.085205078125 L301.4622497558594,1466.085205078125 L300.8254089355469,1466.085205078125 L300.8254089355469,1466.085205078125 Z"
1779864120773,"0,0",C,3,"555.8775329589844,1474.6824340820312","M554.2854614257812,1446.34326171875 L554.2854614257812,1446.34326171875 L553.6486206054688,1446.34326171875 L553.0117797851562,1445.7064208984375 L551.1012573242188,1445.069580078125 L549.82763671875,1445.069580078125 L548.553955078125,1445.069580078125 L547.2802734375,1445.069580078125 L546.006591796875,1445.069580078125 L544.0961303710938,1445.069580078125 L542.8224487304688,1445.069580078125 L541.5487670898438,1445.069580078125 L540.9119262695312,1445.069580078125 L539.6382446289062,1445.069580078125 L539.0014038085938,1445.069580078125 L537.727783203125,1445.069580078125 L537.0909423828125,1445.069580078125 L536.4541015625,1446.34326171875 L535.180419921875,1446.9801025390625 L533.90673828125,1447.616943359375 L533.2698974609375,1448.890625 L532.633056640625,1450.8011474609375 L531.3594360351562,1452.711669921875 L530.0857543945312,1453.9853515625 L529.4489135742188,1456.5325927734375 L528.8120727539062,1457.8062744140625 L528.8120727539062,1459.0799560546875 L528.1752319335938,1459.716796875 L528.1752319335938,1460.3536376953125 L528.1752319335938,1462.26416015625 L528.1752319335938,1463.537841796875 L528.1752319335938,1464.8115234375 L528.1752319335938,1466.085205078125 L528.1752319335938,1467.3587646484375 L527.5383911132812,1469.269287109375 L527.5383911132812,1470.54296875 L526.2647705078125,1471.816650390625 L526.2647705078125,1473.09033203125 L525.6279296875,1474.364013671875 L524.9910888671875,1475.6376953125 L524.9910888671875,1476.911376953125 L524.9910888671875,1478.18505859375 L524.9910888671875,1479.4586181640625 L524.354248046875,1480.7322998046875 L524.354248046875,1482.0059814453125 L524.354248046875,1483.2796630859375 L524.354248046875,1484.5533447265625 L524.354248046875,1485.190185546875 L524.354248046875,1485.8270263671875 L524.354248046875,1487.1007080078125 L524.354248046875,1487.737548828125 L524.354248046875,1488.3743896484375 L524.9910888671875,1489.01123046875 L525.6279296875,1489.6480712890625 L526.2647705078125,1489.6480712890625 L527.5383911132812,1490.921630859375 L528.1752319335938,1491.5584716796875 L529.4489135742188,1492.1953125 L531.3594360351562,1493.468994140625 L532.633056640625,1494.74267578125 L533.90673828125,1496.016357421875 L535.180419921875,1497.2900390625 L536.4541015625,1498.563720703125 L538.3646240234375,1499.2005615234375 L539.0014038085938,1499.83740234375 L540.2750854492188,1501.111083984375 L540.9119262695312,1502.3846435546875 L541.5487670898438,1502.3846435546875 L542.8224487304688,1503.021484375 L543.4592895507812,1503.6583251953125 L544.0961303710938,1504.9320068359375 L545.3697509765625,1504.9320068359375 L546.006591796875,1505.56884765625 L546.6434326171875,1506.2056884765625 L547.9171142578125,1506.2056884765625 L547.9171142578125,1506.2056884765625 L548.553955078125,1506.2056884765625 L549.1907958984375,1506.2056884765625 L549.1907958984375,1506.2056884765625 L549.82763671875,1506.2056884765625 L550.4644165039062,1506.842529296875 L551.1012573242188,1506.842529296875 L551.7380981445312,1506.842529296875 L551.7380981445312,1506.842529296875 L552.3749389648438,1506.842529296875 L553.0117797851562,1506.842529296875 L554.2854614257812,1506.842529296875 L554.9223022460938,1506.842529296875 L555.5591430664062,1506.842529296875 L556.1959838867188,1506.842529296875 L556.832763671875,1506.842529296875 L557.4696044921875,1506.842529296875 L559.380126953125,1506.842529296875 L560.65380859375,1506.2056884765625 L561.927490234375,1506.2056884765625 L563.8379516601562,1504.9320068359375 L565.7484741210938,1504.295166015625 L568.2957763671875,1503.021484375 L570.206298828125,1502.3846435546875 L571.47998046875,1500.4742431640625 L573.3905029296875,1499.83740234375 L574.6641235351562,1498.563720703125 L575.9378051757812,1497.2900390625 L577.2114868164062,1496.016357421875 L577.8483276367188,1494.74267578125 L578.4851684570312,1493.468994140625 L579.7588500976562,1492.1953125 L580.3956298828125,1490.921630859375 L581.032470703125,1490.2847900390625 L582.30615234375,1489.6480712890625 L582.30615234375,1488.3743896484375 L582.9429931640625,1487.737548828125 L582.9429931640625,1487.1007080078125 L582.9429931640625,1486.4638671875 L582.9429931640625,1485.8270263671875 L583.579833984375,1485.8270263671875 L583.579833984375,1484.5533447265625 L584.2166748046875,1483.2796630859375 L584.853515625,1482.0059814453125 L586.1271362304688,1480.7322998046875 L586.1271362304688,1478.82177734375 L586.7639770507812,1477.5482177734375 L587.4008178710938,1475.6376953125 L587.4008178710938,1473.7271728515625 L587.4008178710938,1472.4534912109375 L587.4008178710938,1470.54296875 L587.4008178710938,1469.269287109375 L587.4008178710938,1467.99560546875 L587.4008178710938,1466.721923828125 L587.4008178710938,1466.085205078125 L587.4008178710938,1464.8115234375 L586.7639770507812,1462.9010009765625 L586.1271362304688,1461.6273193359375 L586.1271362304688,1459.716796875 L585.4903564453125,1458.443115234375 L584.853515625,1457.16943359375 L584.2166748046875,1456.5325927734375 L583.579833984375,1455.2589111328125 L582.9429931640625,1454.6220703125 L582.30615234375,1453.3485107421875 L581.6693115234375,1452.711669921875 L581.032470703125,1452.0748291015625 L580.3956298828125,1452.0748291015625 L579.7588500976562,1451.43798828125 L579.7588500976562,1451.43798828125 L579.1220092773438,1450.8011474609375 L578.4851684570312,1450.164306640625 L578.4851684570312,1450.164306640625 L577.8483276367188,1450.164306640625 L577.2114868164062,1450.164306640625 L577.2114868164062,1450.164306640625 L576.5746459960938,1450.164306640625 L575.9378051757812,1449.5274658203125 L574.6641235351562,1449.5274658203125 L574.02734375,1448.890625 L573.3905029296875,1448.890625 L572.1168212890625,1448.890625 L571.47998046875,1448.2537841796875 L570.8431396484375,1448.2537841796875 L570.206298828125,1447.616943359375 L569.5694580078125,1447.616943359375 L568.2957763671875,1447.616943359375 L567.6589965820312,1447.616943359375 L567.0221557617188,1447.616943359375 L565.7484741210938,1446.9801025390625 L564.4747924804688,1446.34326171875 L563.2011108398438,1446.34326171875 L561.927490234375,1446.34326171875 L560.65380859375,1445.7064208984375 L560.0169677734375,1445.069580078125 L559.380126953125,1445.069580078125 L558.1064453125,1445.069580078125 L556.832763671875,1444.4327392578125 L554.2854614257812,1444.4327392578125 L551.7380981445312,1443.7958984375 L549.82763671875,1443.7958984375 L547.2802734375,1443.1590576171875 L546.006591796875,1442.5223388671875 L544.73291015625,1442.5223388671875 L544.0961303710938,1442.5223388671875 L543.4592895507812,1442.5223388671875 Z"
